summonerName,overallScore,totalGamesPlayed
Dooplíss,52.71239448,161
energy bus 2,67.25438961,7
Tiedeman,91.0413114,14
Repfix,44.08383182,4
eung ait uh,49.15636479,11
PracticingMid777,49.37262888,24
Xurrr,4.694029398,1
LF CUTE BOY,8.28992424,2
beckett2,43.06390691,6
leaf fell,51.82912793,11
Noodlz,54.7154994,45
A Challenger,46.5377924,28
Shi yao,50.8600156,32
xihuanchipigu,52.39918282,22
Gorhunter,46.45202292,17
FeedOnBirthday,39.36705351,6
Young Nitin Obla,50.58167466,13
BarbaricDictator,43.675663,57
BTang,51.81991752,25
PK1,65.3174713,97
Noes,29.07514441,2
2001 05 14,45.26080253,2
DãnDãn,29.24631401,8
Yuanzé,59.62354233,2
Diamond Hùnzi,48.27397196,4
VénéneuxSAKE,71.88443215,2
Murdering,71.41862158,32
ryice,31.60244966,3
Phisik,8.739604755,1
SoDuh,64.90427873,1
Its Ashu,32.80284875,2
ArmorToady,15.60339321,1
Tomelette,8.222938668,1
ranked tears,6.944585112,1
Møøñ,18.77415629,1
Ayres,76.32082168,2
Pyfernix,10.48546485,1
Hün Shüi Mö Yü,128.1542211,5
MrKao,89.35083995,3
Sepeku AW,45.61667133,177
Yasuna,46.95961805,7
One Button Hero,46.28617713,10
Lay Me,58.47712181,8
TsundereGun,51.89070779,29
Luças,47.53983974,20
iucd,106.9160452,3
CIyde,45.22957935,183
Karasmai100,38.50383974,66
atkins2,71.81647171,15
Lyteskin,63.55459735,67
night of saber,42.11628079,154
Assurance,47.08583423,13
Sweet Brian,46.40623995,55
Nasteey,43.58131105,92
sexy demon,40.390784,8
yøu are in the x,47.1269847,60
we shhilling,68.37519594,5
Tahe,53.54595044,11
Chad Jungle,43.49177611,57
SsjFizzics,71.14082464,29
UwU Nerf This,43.0101525,30
Invitrix,66.28705537,168
Jackiemei,35.71526106,14
Kewlipo2,58.65763771,107
TrapperOTY,51.80771785,18
Imaqtpyke,42.12945666,35
LatinDarkrai,78.53823993,22
Everbright,29.55365389,6
incient,6.866794505,2
Burai,66.05448967,8
NeoNarut0,53.05956174,8
lllIIIlIlIllIIl,48.17808983,160
I am over u ,62.87687207,32
Procena,48.28061611,4
Naffy,65.92815202,63
StevetheCrusader,64.54570213,1
Kei Takebuchi,38.9978842,32
lnaban,84.16991437,1
gumbee power,125.9326807,2
iGlory,81.15749407,1
insaze,68.13118572,7
VX Leonxxi,68.44945871,29
Le Sasoi,46.57647648,4
HH HDQ2222888333,13.8689237,1
HHV HH2222888333,9.876398885,1
RipperJ98,17.87798317,1
HH Q 2222888333,13.57140531,1
HHDJQ2222888333,11.47752049,1
mabigan,46.48766243,24
Wh1t3zZlbw,83.9656392,8
Ben Dan Ekko ,7.00552976,2
qíqí,31.03180164,5
LPL NB,43.42324386,4
20180622,40.48188791,20
A789,6.051932425,1
GreyZai,5.49352274,1
ROG M1XG,70.27629954,2
The fairy tale ,22.8949243,5
Yat,27.67474363,3
peeet,28.69625065,2
Kris Weng,28.5147113,2
Junnn,24.5991234,2
Tai Yang C,74.31542776,7
caoo,64.41880633,11
Tiler 1,68.49623378,10
I love yoona,43.35460242,20
Snðw Péàr,37.62615534,6
DoneLikeFavre,62.47489411,12
Heritage58,47.04691775,3
Cynnnnn,57.49201448,2
Da Ni Ma Ge Pi,36.15439043,2
End April,17.02625322,2
Juhkee,73.63237436,15
Shiper,45.49222346,1
Oba is Coming,65.35596441,1
Colazzz,77.1278612,2
hesperˉ,78.4394071,1
OoO is Coming,86.31840758,3
Airtom,47.40414618,13
ZHANGJIAWENDAD,36.08696767,1
Danielthegreat,43.59780544,4
who needs a gun ,54.61605517,8
w9yw9yw9y,71.98337119,11
Eliauk y,49.6390016,25
chen ping an,58.57824095,261
IlIllIlllIllllI,44.6427011,1
i am a dunk,62.57718768,7
Strongman8,47.1952617,16
NonemotionaI,68.91399857,10
Kolthro,45.70548347,119
DDOSS,42.89700109,143
Vx Mjm978244659,56.45290029,306
Legãcy,66.84680675,38
NEßULA,56.46299499,31
Ziz,69.03951444,41
kittyyy,46.34052963,16
RoseThorn1,40.9144458,109
Endorsi1,52.89079757,7
Tokki,53.63348737,4
Gu wang,42.33233525,7
Mérthos,44.8538459,330
Summoner cn117,15.05109324,1
Barou,21.75602383,2
Babe Usagi,16.9478,1
Hungarian Mid,47.72085563,9
uwubearmeowmeow,79.70947557,1
Sérieuse,50.95489716,3
cute egirl,49.84120348,20
GbbbkG,60.62149318,3
No More Maple,29.59242648,14
oboL,73.81131047,14
EG Sven,55.60728395,44
Kanêki Kên,65.18490342,72
TopLop,63.0367864,330
VALUE247,63.78241252,124
blobs,79.77335193,76
Raon Hukiri Lee,43.77102697,44
Known You Before,80.3847484,17
wkii,50.68108756,22
The Tank Man,51.80455598,402
Shiol,65.72163037,7
kobari,60.28620567,38
õh la la,67.86938105,15
iKingVex,71.27800417,258
SalIy,46.29328826,56
Kral BB,74.56172285,65
John5un,74.53122439,289
pagtobemagyreve,35.3830111,14
SandPaperX,45.76220775,681
15 jojopyun,86.71790148,10
Heat Waves,78.65772672,7
Benjil0l,58.68211246,13
WELLENS,45.62787843,11
Till The Morning,49.25383806,2
Dinka,52.58651961,100
CptShrimps,56.59707988,165
mango meerkat,62.28042501,132
DarbBarf,36.89863228,167
Sorde,67.61798501,54
Oriku,59.80222809,11
Tony Top,63.58094112,948
PLX1,52.77374732,27
Ynuaj,64.1586801,9
Gamer Girl,51.63285234,58
Prymari,44.46437786,149
Value,66.67873471,340
Regedice,48.91966455,80
gimme a gun,58.64092157,1
xFSN Rin,60.53979177,21
Markaloff,55.64738087,85
xPresident,40.85948515,11
SleepyGiantPanda,57.46283612,3
xxnu,71.22576297,32
FaR007,48.11066838,65
Orville Pëck,12.21791732,1
Mnqqqqq,20.34810356,3
Li XiaoYao,23.0658671,4
ycqqqqq,26.68316852,2
Sweet Lemon o3o,51.01360987,10
beta boy,87.57725995,13
OxuanxuanO,128.2265098,2
Netflix and ZiI,93.19326963,1
M3CH4NIC4LM4NI4C,24.32740173,2
Nimbus,61.4283664,11
NucIear,61.85510945,226
CL My baby peach,63.29179011,7
1dayfly,45.23109348,10
Thefeci,45.78689852,27
16cm,48.34008933,11
EricZYang,41.91070636,39
Merry Chrismin,34.23596718,10
DirtyMobs 2,64.9761849,9
GDN Chronicle,40.23796121,43
Venn0mTV,37.90443182,2
Riot Weeknd,64.03720067,39
Cookie Sonic,58.23090258,173
riversided,51.49692675,85
ffja,31.85533778,11
Dahyun x Twice,67.98658759,57
IllIIllIIIllIllI,48.18505796,59
All Pressure,50.51703486,227
BlueFrenchHorn1,71.55533723,7
P1atypus,50.81438712,87
ffmeow,14.43489544,3
1ZhiChuanYunJian,54.66609207,4
ClusterKK,63.37142997,9
badwo2man,15.83985144,3
Kris49          ,38.07954219,1
Hellkey,66.6530798,9
Zaun Giao,64.58798281,7
khiphop,118.0232181,4
wo yao,56.9358536,3
18cm true man,81.72719722,1
bu xiang ni le ,38.68362644,1
bu ai ni le,83.40427281,3
OCEANSBRINGLIFE,39.50854557,18
Sandflame,62.93398195,75
JordanTheBoss,60.30531521,149
StefStef Supreme,61.5496014,11
Twitch PrimeLOL,60.06339322,20
Nemesis King,55.24141407,211
inchesevan,45.53938487,39
dawolfsclaw,59.47234019,44
king ghidorrrah,43.92425418,320
Yusan,33.73656872,7
Geiger,52.6106637,427
G l G A R A T,49.49097019,13
Bot lose Top not,64.46462439,4
FMJayce 1v9,97.40610444,3
unshackled coke,73.71257791,13
QiuK,8.421657661,2
Xïng tóng,43.4065246,3
First8Next3,5.418547736,1
Li NaiNai  Sorry,68.86695973,4
But dearˉ,5.6800949,1
Dark Matter,51.0106162,29
Wang Zhe,55.26686882,2
Høàng Søn,46.4865755,34
Bánh Mì xD,45.65486397,17
Artis,54.14295392,110
TheShyWukong,58.77936305,75
soligo fanboy,63.16086167,2
dtro18,42.41410586,87
wstedyouth hoang,24.03169848,1
KiNG Nidhogg,48.26366898,184
Bobbytea,79.64870732,17
톱 왕,72.73910697,40
ONLYFANS FRAGAS,42.26609922,32
Midorima,64.60890548,186
Gatarax,70.15070554,6
avril supp,30.595554,3
Duude,40.12777725,9
MinishKappa1,29.5983923,1
ttv Doglightning,54.96955915,66
Gang Unrelated,71.70684622,6
PETTHEPICKLE,67.81997135,3
TwTv LolSkaarl,57.70680688,30
Uzi BestADC,68.78528322,13
PomerDog,56.96778492,28
Kami no Tou,60.44188865,245
AceWindstorm,42.99966683,17
R1 Sharky,50.42754496,1
AmanV96,42.89717471,6
destìny awaits,72.11937368,1
ad player,70.50610081,52
wavezics,62.6582183,8
dergaherga,104.8086496,3
ZEDestruction,63.72771849,22
JasonPoo,73.86987346,4
Solvis,8.154547277,1
PlayingWithFire,46.35106614,1
Em Khang Chòe,10.17980602,1
1KP,13.4910767,1
ASH THEFAiTH,17.70005944,2
Verdant Lord,90.13119023,7
Dgkano,34.53809195,2
blazing bronze,50.02150329,5
bacontastesgood,59.3533433,7
Smurfzquetz,53.67183428,3
adad01,77.56908199,6
YURIMENTAL,40.53541818,1
Nx Ataraxia,59.41449916,4
Rebi,36.97610292,2
I am Hyeji,35.98386909,1
99 98,73.3541941,2
HME Skr,53.49774569,1
Vn is a faith,54.25845988,3
Blazing Wubong,34.87758038,1
VN never give up,24.65111374,2
radish,110.4288037,1
lychee,68.52535911,1
Exothy,78.11971401,103
Duiny,28.90030479,6
A oreo A,136.505437,1
Knîght,54.48035581,11
GibIe,57.35573372,321
Kindredd,53.5174809,6
CJD3,54.69619304,7
Mid diff NA,36.49701562,1
ÃńÐÿ,46.99173796,3
Secret Location,39.38464581,2
A Little Yue,59.40014557,38
Yue,38.45568545,9
Misevív,5.986428756,1
Rose are Rosię ,7.68216782,1
Sami0,33.57288471,18
Kiro FreeELO XD,12.70279987,1
Mina,99.65320749,3
FartCollecter,60.24783725,11
JonJonBr,60.15210516,11
Eazy Mack,45.02567055,2
pandamaster210,14.76292577,2
AMT,29.36540492,3
BadAppleSlayer,11.50837401,1
CuddleBunniesXD,14.92238217,3
Mario Sunshine,46.52988609,46
REP0SE,62.28993361,12
tales of omero,53.29900448,35
Command Attack,52.64002651,133
ADC 0815,41.62195288,4
FireDragon420,38.47302284,7
Space Gadget,71.19872129,13
gtqeti260,61.4462155,27
trustgivesmestr,49.44693223,36
Street Swimming,48.22725622,4
iLuvNisqyAndZven,47.4533834,8
69Singed,41.75333948,45
Cody Pog,68.20075964,378
INF SolidSnake,46.59505366,54
mao mi mo,31.93041817,2
8SL Jiuji LieKai,56.43846905,4
Yu Huan,46.07992818,1
unobtainable dad,23.07416383,1
VX rong19960901,59.65654898,11
Pîchu,120.6492944,1
CHlME,47.42856306,592
ybooks,69.14821691,27
WARMACH1NE HYPER,51.44702843,16
Tônberry,52.17689825,289
glasowk,46.58635042,29
Damonte,53.71241467,39
Familiar,59.94670716,124
Cozy Shroud,60.95126628,152
Neo Mid,45.50123286,5
Ded Gam Why Play,3.299897355,1
02 13 2001,46.53960627,15
youknowxz,48.30137425,16
flípped,43.02422517,4
möneeˇ,5.2781207,1
Roman,19.35874067,2
RNG Karsa,65.3631887,2
Bl55,14.68352703,1
Jinx s boyfriend,63.16945596,5
LeMAgeIcien,84.20137929,1
TylerGor,66.042326,1
KrisWuDaEel,124.1402709,1
OneMorëChance,131.8644795,1
Pummmmmmmmmmm,87.38147037,1
TàKè YöüR HèÄrTz,33.77936632,1
Andy Jun 26 16,52.5072759,1
Sunbêam,55.08137391,2
WiseMate,17.14758431,1
Without A Brain,54.1904229,21
8zc0ksTomVchAll,93.89359267,5
Dal Byul,47.96926944,14
AND 1 AIDAN,58.65793113,71
Nanners owo,53.69644055,42
Vayne8719,42.62371547,20
talon abuser,55.74189768,19
Grelly,49.98504714,157
Unstoppable,49.8310314,46
Danny McBride,13.42543967,1
Firelight,47.07770014,11
Map Slim,54.22939076,32
Lairifangchang,54.34850151,1
Why You Cry ,48.79002843,3
GTEspano,28.98168115,1
JUST4FUN Gou,49.09283613,1
KiwiC,21.48694546,1
HypeBeast LEEŠIN,55.95371296,1
Han Truong,66.13020948,2
Master Dan,55.26679062,5
Haru Desuuu,55.80980498,74
Master Hung,113.87472,1
EatPuzzy69,37.03926457,3
nonamecanbeused,40.74159765,3
redrumi,24.41052676,3
uppb,32.91994237,3
YiguBigu,43.03236312,3
2nd Chance,102.2261527,1
MEMELORD KAPPA,48.46153352,1
Powerlift,43.67064265,1
Jonson,82.08973269,1
Suddy,45.98714381,20
Sir Patty,52.88557677,2
Cowfan,31.43410532,14
Shroudedd,55.39529107,44
tvvice chaeyoung,45.23727966,80
twtv jaggyice,41.82203331,3
MONSTER CHAD GOD,67.52731837,132
Ryne camille,45.30579665,1
001JG 006AD,14.7506332,1
Cidez,57.21850214,44
Seijuro,58.22094435,9
TL Impact,29.68812247,3
walnut13579,54.07024654,13
Ryujehong1,50.8121065,39
PERKING VIDAL,98.67045532,3
Hide on tunnel,44.5056981,25
adO2,66.81042608,6
X2JIE,49.93869373,7
LittIe Fish,66.42414398,4
Lunacia,67.96631444,93
LittIe Cat,73.82203412,3
Lavish,56.47130849,28
Loyal,44.47159072,22
hi im baekho,45.01724054,28
kimpetras420,52.05287994,7
iSkaarly,52.485103,32
Kshuna,63.94742127,86
ClownServer1,49.35493382,10
Mojo Jojo,71.55426032,75
WaWario,78.34025728,27
Kwond0m,54.94508148,79
Galaxy Collapse,61.56736418,12
Ineza,47.72041347,44
badwo9man,6.468667952,2
SMuteAll,36.29717437,7
Pregnancy Risk ,7.043321521,1
lShadow Killer,74.27817038,5
chr1stopher,46.16087559,5
Str1fe,85.01498098,28
AgileSeahawk,46.42582235,112
admirable potato,41.01931034,187
Spect,53.93238681,9
N C,53.93058279,17
Gobleeto,42.57368675,34
GodGiveGFPlease,47.23087878,6
Jayms,53.03595204,18
VNBoasted,74.27181651,40
eXyu,46.57691172,391
1 Shady,41.22694326,116
GiveMid20MinWin,18.19847142,1
Nami is a man,40.21338653,20
Solarica,21.56677212,1
Z o,46.82859415,10
Parivir,43.25321659,2
cired,68.54963437,8
reformed yeedam,92.75526607,2
seoks,51.0838774,15
GodGame HotS,36.99521416,5
BlueHole,42.99414374,17
yeedam1,41.2875894,3
Zenden,49.99507888,110
Retry,45.42653352,8
xXxGecxXx,42.53229692,2
v Shuffles,79.68437936,5
Vengeful Mr Chen,32.45561028,6
Dual,70.16321014,44
Infectrix2,41.55319087,46
Qwinn,78.60097884,7
BaBa,58.3627784,3
zhuninghaoyun,68.97369107,4
Hi Im Michael,73.1295259,3
Renaíssance,55.68519853,2
okiu,50.27156891,23
Ranzou,78.98130495,17
Salamanderz,56.84699097,19
Bodast,67.1721584,7
UNKN0W PLAYER,34.97727136,9
Pornstar Hecarim,13.33450124,3
DoinbDoinbDoinb,33.8145256,5
ˇGucciˇ,80.41917883,7
99 toxicity,59.57800376,23
Boy Wonder,53.29589643,24
K 18 9 19,50.20910972,5
Diomarr,59.06373402,97
me times you,66.9120297,14
HighThunderBolt,48.4438506,391
br34th3,49.86286464,31
Tommy309,44.60258751,47
tindergamer,53.87470586,1
FiddleWithAGun,25.17832368,4
Aiden Yasuo,54.2467988,48
Oct 17th,1.99823867,1
Dans la Jungle,37.0272056,24
T4lon bot,48.2836087,3
Zahnet,53.39575663,69
Bipolar Clown,39.47530934,5
MACACO,67.26318771,19
Ducks Of Swag,45.27444897,28
Mekhi 0megalul,61.29352071,13
Zib Nibbler,40.1757757,53
nml XIII 999,47.86835618,14
Speedo,65.04327197,80
pün ,42.48982794,4
KaNKl,64.6605143,64
Zud,42.63249889,30
Kacha,65.84362181,96
Over 16 characte,50.97714774,90
peepoSprint,52.84424923,5
Werty0,54.30282221,85
Kindergarten,49.42166866,33
Enìgma,68.21979405,43
Engo,55.48232911,203
Tool Man GJR,40.32427173,2
ºQWQº,26.86363116,2
Maokai One Tree,32.8458747,2
LONG LONG LONG,4.16233495,1
Beyond  BURNING,26.40783577,2
Check All Pls,47.52440569,1
fpxgodwhale,43.77933047,2
TES godwhale,20.62885363,1
iggodwhale,16.40667798,1
666 god whale,8.133448678,1
lgdgodwhale,11.47675711,1
vilas,81.11361154,6
ShiNong Is MyDog,80.61204838,1
PunishingINTlist,63.02565401,1
Outplay,65.53250342,39
Shinong QAQ,59.46346896,1
ye yu,50.04313237,36
lai xialu,11.70153383,1
BBQ Boro,57.03383972,2
 Tarżan fan,11.61138084,1
kkaebiee,56.81155041,16
SunwooJung,68.80118813,4
its V,59.46157165,9
dao cao mo,62.71624039,5
Nisekoi,72.31252913,8
Bonnuit,85.04805085,8
Q rua Q,42.87057618,1
WX HERD AP77,40.34858272,2
Undead,77.22809117,38
oceans,58.76094773,13
IG FisH,48.97115241,1
évè,40.01558663,1
RNG Help Mè,40.60882802,1
HuaNiao1230,66.5030303,2
Ja Yui,93.79734605,1
DuubleD,15.14226147,1
May Gankey,14.95913191,1
RWWeiYan,11.59670265,1
Yukinò,21.00584638,1
Ian xia,29.61200009,3
Weabuu,75.57709633,22
A MESS,58.03173848,31
Si Shao,49.21667878,3
Vulpy,36.6165252,3
TAOBBB,46.16295217,4
SKT Craft,48.46157784,3
lin yu tong ,31.08314846,3
bu yao,41.0005639,3
Jiang yue,48.22741295,3
Mid Graves ,36.16303418,2
Plz Kill JG 1st,53.79470301,3
raınıng,45.76649076,14
Báby Breath,34.89078183,1
King of Facebook,40.98451484,210
Xytherior,35.92445256,28
Sanchovies,66.20442476,56
Teamfighting,58.78623699,33
Monody,68.46282319,11
FogzZ,39.9547626,13
TSMSELFIEMID,50.76175216,116
Plume,39.00587037,8
Ultralearning,69.61491396,14
Morïarty,69.94787309,8
NintendudeX,47.01551342,29
Modx,59.11766952,27
FROMJlNXWITHLOVE,52.37430833,10
1936 1948,50.02380626,145
17yo sit,94.4852316,9
Óbs,59.12907892,30
Ásgeir,44.27110964,6
KitsuneDonnn,48.61339864,2
wagyudon,95.34667327,2
Smelp,39.97254313,13
Big Pharma,66.2768567,71
Zaion,49.62383049,13
BAESURI,46.08923609,33
Twis,60.74975728,5
Anticípation,47.22406634,54
orange grape,36.75532859,8
Lycho,59.74307526,3
ASTHTCS,49.4581276,11
Tyler but washed,49.23550711,40
Cat is bot,47.3812696,53
coronation srl,64.16333169,10
xDestroyerVIIx,34.70796216,2
Zutter,50.24547536,40
Ashy,37.64979952,4
Apsisˉ,57.98721757,15
ShendingHelpToNA,38.14195312,12
Zenitsuwu,51.18270663,12
BueGnardo,41.81812477,11
Bérserker,29.08338535,11
ValorantOverLoL,46.40059834,16
Mozzy,66.47992227,6
Ellie Y,33.03470971,5
DeadIy,11.66805897,2
Súmmer,69.39799739,1
ChiZhiYiHeng1,116.9754868,3
ShiroJoJo,65.94072111,13
Monšter,57.09686598,8
DeaI Late Normal,66.21115576,5
Merák,41.180079,19
Shesheshesheshe,18.08049562,1
Esther12,28.13751998,1
Worst Riven Zz,20.77771018,1
wo de mao zha le,17.86918721,2
Cute Yue,58.48115448,8
Order Coco,120.2449287,1
Love You Dopa,52.38202672,1
TranquilTurtle,51.93732429,4
abrahampark,20.7442138,2
PaperSSheets,41.71662506,12
I am Biggest,39.19240277,1
Zha Nv,28.98582029,6
sun2,39.35409865,4
seovely,10.88302605,1
BK FIBLEE LAMOOO,6.59553792,1
BUZZLIGHTYEAR99,47.61164797,40
bu yao si ,79.67930754,2
LOWKEYPARKOUR,48.14255287,19
twtv PureMSD,53.15234686,1
Secure Desire,51.05238335,9
Albus NoX,70.53203236,140
Dragoonsmash,57.91927885,18
Erichs Ego,96.20745387,1
WoFeiChangTongKu,34.56550103,2
GLONKxFUGGLER,50.4158652,6
Babjwo BBQ,57.51879807,10
airflash3z,60.42016286,221
txme7,56.27426562,86
fim od esdjrf up,40.6814333,29
Brown Man Darius,55.46484746,69
5tunt,50.13801618,363
TarzaNNN,36.49158878,4
Stephen M Ross2,57.75738611,27
Doxa,53.82919654,291
6112002,33.27913449,15
IllIlIllIlI,78.52008686,6
avril adc,66.26452475,23
MID BOOM,44.95346425,44
Top Diff1,65.78761296,11
Dragønmin,39.45781321,20
An Obese Panda,60.07254362,3
KingK1ngKlngKing,47.85341492,8
m1nk,47.1918084,83
Karasmai v9 ,40.80530877,279
Nikkone,40.42695272,372
airjelly,74.96252007,26
ChuChuZ,57.59095241,430
iiSly,62.00489554,17
TSM Spica,54.07649428,84
Naraxas,60.27854299,301
41205,56.2393928,161
Pockus,42.30884118,409
CatOnThyRoof,60.42613716,27
961216,51.90088101,131
eKun1,33.98450247,1
keep it mello,39.02452747,7
xmello1W,50.94638484,8
avril top,77.44194785,13
DirtyMobs,50.4985779,245
JDG Zòom,90.19315754,1
Pikachu Hunter,64.99015449,1
      Hèárt,130.5739112,1
21 ChimChim,63.48325734,21
Chou Yu,38.24941191,15
Mínt,41.97617401,2
NO INT EZ WIN XD,63.47291607,20
imk,38.03621602,3
Cat1v9,51.34648181,29
ButterIsOkay,68.41009329,7
Dr Kingkoz,20.24457183,1
Gréll,50.4573671,300
concept of c,57.44590926,183
UF Trollzelda,52.69304515,100
Scyrnn,57.66972535,198
smart play,61.30530496,152
EST Bvoy,72.77850266,157
Eyla,39.29219119,44
Level 16,41.50327898,26
Aloned1,54.83610451,101
Dark Wingdom,61.87723136,147
drodman,59.67554194,15
sigyetaeyeob,37.52011011,32
Majin Karasmai,48.05998386,13
Clareetz,47.92980517,65
IMT Joey,45.27838349,94
MaskedZero,52.79125716,28
Scenari0,58.20845421,78
TWITCHTV DONBRAY,40.8525932,16
DARK WlNGS,55.69911162,178
JLand,43.41496452,93
GosuHS,42.0025963,6
Kaíí,60.63105988,24
Mîsa Amane,88.66104603,19
Feather Daddy,47.45070056,393
TyroneDraven,112.1512475,9
kissy,45.36141115,26
Skylinee,56.22612183,151
Andoqs,62.10862096,55
shadow reaIm,49.50830375,26
Bláckout,49.45148821,27
Juan Xin Cai,42.64361021,69
AZ0G,73.34940353,132
2bNo2,43.6765627,24
Goddess Alma,38.95696942,40
TailsJJ,56.6518095,94
Anlvia Guy,61.56274777,165
The Holy Slurp,42.14004164,34
Glaceau VM,83.2431713,12
Rank 1 S11,44.23573676,16
open speedrun ,70.71223048,54
Proosia,48.47441361,391
Chippys,59.23917895,165
urinepeefecespoo,58.14420706,4
Matches,66.24677816,58
lilkarth,51.78018677,126
Gio Diff,35.13862305,15
YoungestLe,47.18931856,264
rovex2,51.87064552,71
Hornet Best Girl,66.9732216,3
Crush Insects,30.77175712,6
tyler okonma,39.52952726,40
BillyBalarky,47.88439669,81
Vice,67.47702055,85
Nzm,48.29086482,39
Bluster1,42.24564476,234
Sad HoneyBee,43.23134168,51
s0rry11,61.04419038,112
get out my head,58.61329834,18
karasuno setter,67.39768406,401
Xiao Yu Meng o,61.13595823,260
Hyami,52.26826273,102
K for Kimchi,52.3192839,309
Little Rookie,48.86020928,90
Ríenfleche,53.38707877,141
groupofpenguins,59.33873648,31
Boss Baby 1,75.09456139,14
xke,48.42117089,379
i xo u,63.78501412,85
Kelpo,44.50958321,416
Kaz2,52.73384382,26
CrusherCake,64.61293001,15
Kyle Manson,48.02991275,54
WeePee YiYi,73.39728707,42
oranguyang,29.94212414,25
Deañ,44.84272122,81
oxizo,54.64153066,37
NA player,49.29315793,56
need more oomph,68.39403229,60
l Am Absolute ,42.38098459,22
haru dad,53.75879921,612
Steam Sale,53.25999956,532
FLY Josédeodo,44.49508718,71
qweasdqweasdwq,51.00382585,64
sigyetaeyeob1,44.2067452,42
the Sengo,46.19338795,12
aquanick,54.41106739,142
Qwacker,54.5440024,358
TwTvLolplayerbad,43.68561392,69
poome1,44.51899817,31
Before I Forget,43.67415069,95
5word,43.91384326,106
CP Freeze,57.6133149,361
Limitationss,51.27254174,50
Outstep,38.98675179,19
Gubin,46.62674064,18
Regular Mid,60.33785862,75
L9 Joe Rogen,59.22426447,5
MikeHct,66.88872967,62
JDPayne,60.47099694,128
From Iron,48.3048585,622
neverdoubtedthem,59.84668694,187
SRTTY VS AMERICA,77.74836343,365
chungies1,49.39281354,28
CapitaineMinou,35.49319832,13
Ahaiyu,38.25278998,13
Mixtsure,53.31347796,113
Splitting,100.5055491,15
leanh,49.30572623,13
Ablazeolive,60.34046526,191
Yuumi add me,57.99610234,61
Felfire,47.75824081,154
Boyyyyyyyyyy,30.97456244,6
Sheiden9,48.48637304,33
C9 VULCANNN,46.11166454,409
Licorice,71.96108522,193
what if,52.5166698,36
Acoldblazeolive,60.63387826,148
Niwasaka,69.41713572,127
Breezyyy,45.7916854,416
Cinnamon Bread,50.87339597,138
Matty,52.66143152,612
Naomi Mîsora,83.50236178,24
Exiled Heretic,62.34419314,10
Notorious GÀD,48.47182609,21
Mr Enjoy DaMolly,47.72094026,34
Citric,52.77645857,54
you give elo,47.70537779,32
Emperor of Light,60.90048463,269
japanman,41.69923041,10
ChickenDelivery,51.54393462,69
21 Stylish,54.6705529,128
Magua AD,46.98047873,18
Daimonz,43.79116086,25
abigbroomstick,54.02641756,224
dear draco,64.01659442,45
HunniBee,48.758084,110
Zireoaure,70.18108891,126
Z Score,55.60318929,325
vamos bien ,85.38091988,75
pos2,35.28644488,9
Mibalzich,71.42816033,90
JAJAXAXA,74.86882366,117
Seriously22,49.72929219,3
deathwalker222,30.42137701,11
